DocID,TokenID,Token,Tag
S003238610801080X,S003238610801080X-124,of,O
S003238610801080X,S003238610801080X-125,the,O
S003238610801080X,S003238610801080X-126,microscopes,U
S003238610801080X,S003238610801080X-127,.,O
S003238610801080X,S003238610801080X-128,One,O
S003238610801080X,S003238610801080X-129,must,O
S003238610801080X,S003238610801080X-130,remember,O
S003238610801080X,S003238610801080X-131,",",O
S003238610801080X,S003238610801080X-132,however,O
S003238610801080X,S003238610801080X-133,",",O
S003238610801080X,S003238610801080X-134,that,O
S003238610801080X,S003238610801080X-135,the,O
S003238610801080X,S003238610801080X-136,scattering,B
S003238610801080X,S003238610801080X-137,methods,L
S003238610801080X,S003238610801080X-138,normally,O
S003238610801080X,S003238610801080X-139,require,O
S003238610801080X,S003238610801080X-140,“,B
S003238610801080X,S003238610801080X-141,(,I
S003238610801080X,S003238610801080X-142,hypothesized,I
S003238610801080X,S003238610801080X-143,),I
S003238610801080X,S003238610801080X-144,models,I
S003238610801080X,S003238610801080X-145,”,L
S003238610801080X,S003238610801080X-146,for,O
S003238610801080X,S003238610801080X-147,data,B
S003238610801080X,S003238610801080X-148,analysis,L
S003238610801080X,S003238610801080X-149,in,O
S003238610801080X,S003238610801080X-150,advance,O
S003238610801080X,S003238610801080X-151,:,O
S003238610801080X,S003238610801080X-152,They,O
S003238610801080X,S003238610801080X-153,do,O
S003238610801080X,S003238610801080X-154,not,O
S003238610801080X,S003238610801080X-155,provide,O
S003238610801080X,S003238610801080X-156,an,O
S003238610801080X,S003238610801080X-157,intuitive,O
S003238610801080X,S003238610801080X-158,insight,O
S003238610801080X,S003238610801080X-159,into,O
S003238610801080X,S003238610801080X-160,the,O
S003238610801080X,S003238610801080X-161,morphologies,O
S003238610801080X,S003238610801080X-162,as,O
S003238610801080X,S003238610801080X-163,does,O
S003238610801080X,S003238610801080X-164,microscopy,U
S003238610801080X,S003238610801080X-165,.,O
S003238610801080X,S003238610801080X-166,After,O
S003238610801080X,S003238610801080X-167,all,O
S003238610801080X,S003238610801080X-168,",",O
S003238610801080X,S003238610801080X-169,for,O
S003238610801080X,S003238610801080X-170,the,O
S003238610801080X,S003238610801080X-171,complete,O
S003238610801080X,S003238610801080X-172,characterization,O
S003238610801080X,S003238610801080X-173,of,O
S003238610801080X,S003238610801080X-174,a,O
S003238610801080X,S003238610801080X-175,specific,O
S003238610801080X,S003238610801080X-176,morphology,O
S003238610801080X,S003238610801080X-177,",",O
S003238610801080X,S003238610801080X-178,one,O
S003238610801080X,S003238610801080X-179,may,O
S003238610801080X,S003238610801080X-180,need,O
S003238610801080X,S003238610801080X-181,to,O
S003238610801080X,S003238610801080X-182,first,O
S003238610801080X,S003238610801080X-183,know,O
S003238610801080X,S003238610801080X-184,the,O
S003238610801080X,S003238610801080X-185,morphologies,O
S003238610801080X,S003238610801080X-186,from,O
S003238610801080X,S003238610801080X-187,the,O
S003238610801080X,S003238610801080X-188,microscopy,U
S003238610801080X,S003238610801080X-189,and,O
S003238610801080X,S003238610801080X-190,subsequently,O
S003238610801080X,S003238610801080X-191,to,O
S003238610801080X,S003238610801080X-192,evaluate,O
S003238610801080X,S003238610801080X-193,the,O
S003238610801080X,S003238610801080X-194,structural,O
S003238610801080X,S003238610801080X-195,parameters,O
S003238610801080X,S003238610801080X-196,by,O
S003238610801080X,S003238610801080X-197,scattering,O
S003238610801080X,S003238610801080X-198,on,O
S003238610801080X,S003238610801080X-199,the,O
S003238610801080X,S003238610801080X-200,basis,O
S003238610801080X,S003238610801080X-201,of,O
S003238610801080X,S003238610801080X-202,the,O
S003238610801080X,S003238610801080X-203,morphology,O
S003238610801080X,S003238610801080X-204,;,O
S003238610801080X,S003238610801080X-205,the,O
S003238610801080X,S003238610801080X-206,two,O
S003238610801080X,S003238610801080X-207,methods,O
S003238610801080X,S003238610801080X-208,are,O
S003238610801080X,S003238610801080X-209,complementary,O
S003238610801080X,S003238610801080X-210,.,O
S2212667813000762,S2212667813000762-0,Analyzing,O
S2212667813000762,S2212667813000762-1,the,O
S2212667813000762,S2212667813000762-2,significance,O
S2212667813000762,S2212667813000762-3,of,O
S2212667813000762,S2212667813000762-4,macroscopical,O
S2212667813000762,S2212667813000762-5,dynamic,O
S2212667813000762,S2212667813000762-6,monitoring,O
S2212667813000762,S2212667813000762-7,of,O
S2212667813000762,S2212667813000762-8,new,O
S2212667813000762,S2212667813000762-9,add,O
S2212667813000762,S2212667813000762-10,construction,B
S2212667813000762,S2212667813000762-11,land,L
S2212667813000762,S2212667813000762-12,",",O
S2212667813000762,S2212667813000762-13,considering,O
S2212667813000762,S2212667813000762-14,the,O
S2212667813000762,S2212667813000762-15,influence,O
S2212667813000762,S2212667813000762-16,of,O
S2212667813000762,S2212667813000762-17,various,O
S2212667813000762,S2212667813000762-18,factors,O
S2212667813000762,S2212667813000762-19,",",O
S2212667813000762,S2212667813000762-20,this,O
S2212667813000762,S2212667813000762-21,paper,O
S2212667813000762,S2212667813000762-22,selected,O
S2212667813000762,S2212667813000762-23,Yinchuan,B
S2212667813000762,S2212667813000762-24,Plain,L
S2212667813000762,S2212667813000762-25,for,O
S2212667813000762,S2212667813000762-26,a,O
S2212667813000762,S2212667813000762-27,typical,O
S2212667813000762,S2212667813000762-28,experimental,O
S2212667813000762,S2212667813000762-29,zone,O
S2212667813000762,S2212667813000762-30,",",O
S2212667813000762,S2212667813000762-31,built,O
S2212667813000762,S2212667813000762-32,knowledge,B
S2212667813000762,S2212667813000762-33,base,L
S2212667813000762,S2212667813000762-34,of,O
S2212667813000762,S2212667813000762-35,remote,B
S2212667813000762,S2212667813000762-36,sensing,I
S2212667813000762,S2212667813000762-37,images,I
S2212667813000762,S2212667813000762-38,interpretation,L
S2212667813000762,S2212667813000762-39,",",O
S2212667813000762,S2212667813000762-40,used,O
S2212667813000762,S2212667813000762-41,multi-temporal,B
S2212667813000762,S2212667813000762-42,remote,I
S2212667813000762,S2212667813000762-43,sensing,I
S2212667813000762,S2212667813000762-44,images,L
S2212667813000762,S2212667813000762-45,",",O
S2212667813000762,S2212667813000762-46,carried,O
S2212667813000762,S2212667813000762-47,through,O
S2212667813000762,S2212667813000762-48,interactive,B
S2212667813000762,S2212667813000762-49,interpretation,I
S2212667813000762,S2212667813000762-50,of,I
S2212667813000762,S2212667813000762-51,change,I
S2212667813000762,S2212667813000762-52,patterns,L
S2212667813000762,S2212667813000762-53,of,O
S2212667813000762,S2212667813000762-54,new,O
S2212667813000762,S2212667813000762-55,add,O
S2212667813000762,S2212667813000762-56,construction,B
S2212667813000762,S2212667813000762-57,land,L
S2212667813000762,S2212667813000762-58,and,O
S2212667813000762,S2212667813000762-59,field,B
S2212667813000762,S2212667813000762-60,validation,L
S2212667813000762,S2212667813000762-61,.,O
S2212667813000762,S2212667813000762-62,Interpretation,U
S2212667813000762,S2212667813000762-63,results,O
S2212667813000762,S2212667813000762-64,of,O
S2212667813000762,S2212667813000762-65,20m,O
S2212667813000762,S2212667813000762-66,scale,O
S2212667813000762,S2212667813000762-67,remote,B
S2212667813000762,S2212667813000762-68,sensing,I
S2212667813000762,S2212667813000762-69,image,L
S2212667813000762,S2212667813000762-70,show,O
S2212667813000762,S2212667813000762-71,that,O
S2212667813000762,S2212667813000762-72,the,O
S2212667813000762,S2212667813000762-73,minimum,O
S2212667813000762,S2212667813000762-74,spot,O
S2212667813000762,S2212667813000762-75,average,O
S2212667813000762,S2212667813000762-76,area,O
S2212667813000762,S2212667813000762-77,of,O
S2212667813000762,S2212667813000762-78,new,O
S2212667813000762,S2212667813000762-79,construction,B
S2212667813000762,S2212667813000762-80,land,L
S2212667813000762,S2212667813000762-81,change,O
S2212667813000762,S2212667813000762-82,monitored,O
S2212667813000762,S2212667813000762-83,by,O
S2212667813000762,S2212667813000762-84,20m,O
S2212667813000762,S2212667813000762-85,scale,O
S2212667813000762,S2212667813000762-86,remote,B
S2212667813000762,S2212667813000762-87,sensing,I
S2212667813000762,S2212667813000762-88,data,L
S2212667813000762,S2212667813000762-89,is,O
S2212667813000762,S2212667813000762-90,about,O
S2212667813000762,S2212667813000762-91,6,O
S2212667813000762,S2212667813000762-92,acres,O
S2212667813000762,S2212667813000762-93,.,O
S2212667813000762,S2212667813000762-94,The,O
S2212667813000762,S2212667813000762-95,ability,O
S2212667813000762,S2212667813000762-96,20m,O
S2212667813000762,S2212667813000762-97,scale,O
S2212667813000762,S2212667813000762-98,remote,B
S2212667813000762,S2212667813000762-99,sensing,I
S2212667813000762,S2212667813000762-100,data,L
S2212667813000762,S2212667813000762-101,identifies,B
S2212667813000762,S2212667813000762-102,new,I
S2212667813000762,S2212667813000762-103,increased,I
S2212667813000762,S2212667813000762-104,construction,I
S2212667813000762,S2212667813000762-105,land,L
S2212667813000762,S2212667813000762-106,change,O
S2212667813000762,S2212667813000762-107,further,O
S2212667813000762,S2212667813000762-108,strengthens,O
S2212667813000762,S2212667813000762-109,",",O
S2212667813000762,S2212667813000762-110,shows,O
S2212667813000762,S2212667813000762-111,in,O
S2212667813000762,S2212667813000762-112,the,O
S2212667813000762,S2212667813000762-113,recognition,B
S2212667813000762,S2212667813000762-114,of,I
S2212667813000762,S2212667813000762-115,the,I
S2212667813000762,S2212667813000762-116,smallest,I
S2212667813000762,S2212667813000762-117,spot,I
S2212667813000762,S2212667813000762-118,area,L
S2212667813000762,S2212667813000762-119,reduces,O
S2212667813000762,S2212667813000762-120,and,O
S2212667813000762,S2212667813000762-121,the,O
S2212667813000762,S2212667813000762-122,recognition,U
S2212667813000762,S2212667813000762-123,accuracy,O
S2212667813000762,S2212667813000762-124,increases,O
S2212667813000762,S2212667813000762-125,.,O
S2212671612002302,S2212671612002302-0,Monitoring,B
S2212671612002302,S2212671612002302-1,the,I
S2212671612002302,S2212671612002302-2,wear,I
S2212671612002302,S2212671612002302-3,condition,L
S2212671612002302,S2212671612002302-4,of,O
S2212671612002302,S2212671612002302-5,the,O
S2212671612002302,S2212671612002302-6,tramway,B
S2212671612002302,S2212671612002302-7,superstructure,L
S2212671612002302,S2212671612002302-8,is,O
S2212671612002302,S2212671612002302-9,one,O
S2212671612002302,S2212671612002302-10,of,O
S2212671612002302,S2212671612002302-11,the,O
S2212671612002302,S2212671612002302-12,key,O
S2212671612002302,S2212671612002302-13,points,O
S2212671612002302,S2212671612002302-14,to,O
S2212671612002302,S2212671612002302-15,guarantee,O
S2212671612002302,S2212671612002302-16,an,O
S2212671612002302,S2212671612002302-17,adequate,O
S2212671612002302,S2212671612002302-18,safety,B
S2212671612002302,S2212671612002302-19,level,L
S2212671612002302,S2212671612002302-20,of,O
S2212671612002302,S2212671612002302-21,the,O
S2212671612002302,S2212671612002302-22,light,B
S2212671612002302,S2212671612002302-23,rail,I
S2212671612002302,S2212671612002302-24,transport,I
S2212671612002302,S2212671612002302-25,system,L
S2212671612002302,S2212671612002302-26,.,O
S2212671612002302,S2212671612002302-27,The,O
S2212671612002302,S2212671612002302-28,purpose,O
S2212671612002302,S2212671612002302-29,of,O
S2212671612002302,S2212671612002302-30,this,O
S2212671612002302,S2212671612002302-31,paper,O
S2212671612002302,S2212671612002302-32,is,O
S2212671612002302,S2212671612002302-33,to,O
S2212671612002302,S2212671612002302-34,suggest,O
S2212671612002302,S2212671612002302-35,a,O
S2212671612002302,S2212671612002302-36,new,B
S2212671612002302,S2212671612002302-37,non-conventionalprocedure,L
S2212671612002302,S2212671612002302-38,for,O
S2212671612002302,S2212671612002302-39,measuring,O
S2212671612002302,S2212671612002302-40,the,O
S2212671612002302,S2212671612002302-41,transverse,B
S2212671612002302,S2212671612002302-42,profile,L
S2212671612002302,S2212671612002302-43,of,O
S2212671612002302,S2212671612002302-44,rails,U
S2212671612002302,S2212671612002302-45,in,O
S2212671612002302,S2212671612002302-46,operation,O
S2212671612002302,S2212671612002302-47,by,O
S2212671612002302,S2212671612002302-48,means,O
S2212671612002302,S2212671612002302-49,of,O
S2212671612002302,S2212671612002302-50,image-processing,B
S2212671612002302,S2212671612002302-51,technique,L
S2212671612002302,S2212671612002302-52,.,O
S2212671612002302,S2212671612002302-53,This,O
S2212671612002302,S2212671612002302-54,methodological,O
S2212671612002302,S2212671612002302-55,approach,O
S2212671612002302,S2212671612002302-56,is,O
S2212671612002302,S2212671612002302-57,based,O
S2212671612002302,S2212671612002302-58,on,O
S2212671612002302,S2212671612002302-59,the,O
S2212671612002302,S2212671612002302-60,“,O
S2212671612002302,S2212671612002302-61,information,B
S2212671612002302,S2212671612002302-62,”,L
S2212671612002302,S2212671612002302-63,contained,O
S2212671612002302,S2212671612002302-64,in,O
S2212671612002302,S2212671612002302-65,high-resolution,B
S2212671612002302,S2212671612002302-66,photographic,I
S2212671612002302,S2212671612002302-67,images,L
S2212671612002302,S2212671612002302-68,of,O
S2212671612002302,S2212671612002302-69,tracks,U
S2212671612002302,S2212671612002302-70,and,O
S2212671612002302,S2212671612002302-71,on,O
S2212671612002302,S2212671612002302-72,specific,B
S2212671612002302,S2212671612002302-73,algorithms,L
S2212671612002302,S2212671612002302-74,which,O
S2212671612002302,S2212671612002302-75,allow,O
S2212671612002302,S2212671612002302-76,to,O
S2212671612002302,S2212671612002302-77,obtain,O
S2212671612002302,S2212671612002302-78,the,O
S2212671612002302,S2212671612002302-79,exact,O
S2212671612002302,S2212671612002302-80,geometric,O
S2212671612002302,S2212671612002302-81,profile,O
S2212671612002302,S2212671612002302-82,of,O
S2212671612002302,S2212671612002302-83,the,O
S2212671612002302,S2212671612002302-84,rails,U
S2212671612002302,S2212671612002302-85,and,O
S2212671612002302,S2212671612002302-86,therefore,O
S2212671612002302,S2212671612002302-87,to,O
S2212671612002302,S2212671612002302-88,measure,O
S2212671612002302,S2212671612002302-89,the,O
S2212671612002302,S2212671612002302-90,state,O
S2212671612002302,S2212671612002302-91,of,O
S2212671612002302,S2212671612002302-92,the,O
S2212671612002302,S2212671612002302-93,rail-head,O
S2212671612002302,S2212671612002302-94,extrados,O
S2212671612002302,S2212671612002302-95,wear,O
S2212671612002302,S2212671612002302-96,.,O
S2212667814000884,S2212667814000884-0,Many,O
S2212667814000884,S2212667814000884-1,models,U
S2212667814000884,S2212667814000884-2,have,O
S2212667814000884,S2212667814000884-3,been,O
S2212667814000884,S2212667814000884-4,propounded,O
S2212667814000884,S2212667814000884-5,for,O
S2212667814000884,S2212667814000884-6,forecasting,B
S2212667814000884,S2212667814000884-7,lightning,L
S2212667814000884,S2212667814000884-8,.,O
S2212667814000884,S2212667814000884-9,Though,O
S2212667814000884,S2212667814000884-10,majority,O
S2212667814000884,S2212667814000884-11,of,O
S2212667814000884,S2212667814000884-12,the,O
S2212667814000884,S2212667814000884-13,model,U
S2212667814000884,S2212667814000884-14,had,O
S2212667814000884,S2212667814000884-15,shown,O
S2212667814000884,S2212667814000884-16,accuracy,O
S2212667814000884,S2212667814000884-17,",",O
S2212667814000884,S2212667814000884-18,the,O
S2212667814000884,S2212667814000884-19,response,O
S2212667814000884,S2212667814000884-20,time,O
S2212667814000884,S2212667814000884-21,in,O
S2212667814000884,S2212667814000884-22,detecting,O
S2212667814000884,S2212667814000884-23,natural,B
S2212667814000884,S2212667814000884-24,phenomenon,L
S2212667814000884,S2212667814000884-25,is,O
S2212667814000884,S2212667814000884-26,quite,O
S2212667814000884,S2212667814000884-27,low,O
S2212667814000884,S2212667814000884-28,.,O
S2212667814000884,S2212667814000884-29,In,O
S2212667814000884,S2212667814000884-30,this,O
S2212667814000884,S2212667814000884-31,model,O
S2212667814000884,S2212667814000884-32,",",O
S2212667814000884,S2212667814000884-33,we,O
S2212667814000884,S2212667814000884-34,used,O
S2212667814000884,S2212667814000884-35,the,O
S2212667814000884,S2212667814000884-36,mathematical,B
S2212667814000884,S2212667814000884-37,experimentation,L
S2212667814000884,S2212667814000884-38,of,O
S2212667814000884,S2212667814000884-39,the,O
S2212667814000884,S2212667814000884-40,micro,B
S2212667814000884,S2212667814000884-41,scale,I
S2212667814000884,S2212667814000884-42,plasmas,L
S2212667814000884,S2212667814000884-43,to,O
S2212667814000884,S2212667814000884-44,develop,O
S2212667814000884,S2212667814000884-45,the,O
S2212667814000884,S2212667814000884-46,macro,B
S2212667814000884,S2212667814000884-47,scale,I
S2212667814000884,S2212667814000884-48,atmospheric,I
S2212667814000884,S2212667814000884-49,plasma,L
S2212667814000884,S2212667814000884-50,which,O
S2212667814000884,S2212667814000884-51,we,O
S2212667814000884,S2212667814000884-52,believe,O
S2212667814000884,S2212667814000884-53,is,O
S2212667814000884,S2212667814000884-54,a,O
S2212667814000884,S2212667814000884-55,major,O
S2212667814000884,S2212667814000884-56,influence,O
S2212667814000884,S2212667814000884-57,of,O
S2212667814000884,S2212667814000884-58,lightning,U
S2212667814000884,S2212667814000884-59,.,O
S2212667814000884,S2212667814000884-60,The,O
S2212667814000884,S2212667814000884-61,Schrödinger-electrostatic,B
S2212667814000884,S2212667814000884-62,algorithm,L
S2212667814000884,S2212667814000884-63,was,O
S2212667814000884,S2212667814000884-64,propounded,O
S2212667814000884,S2212667814000884-65,to,O
S2212667814000884,S2212667814000884-66,further,O
S2212667814000884,S2212667814000884-67,increase,O
S2212667814000884,S2212667814000884-68,both,O
S2212667814000884,S2212667814000884-69,the,O
S2212667814000884,S2212667814000884-70,accuracy,O
S2212667814000884,S2212667814000884-71,and,O
S2212667814000884,S2212667814000884-72,alacrity,O
S2212667814000884,S2212667814000884-73,of,O
S2212667814000884,S2212667814000884-74,detecting,B
S2212667814000884,S2212667814000884-75,natural,I
S2212667814000884,S2212667814000884-76,phenomena,I
S2212667814000884,S2212667814000884-77,.,L
S2212667814000884,S2212667814000884-78,According,O
S2212667814000884,S2212667814000884-79,to,O
S2212667814000884,S2212667814000884-80,our,O
S2212667814000884,S2212667814000884-81,theoretical,B
S2212667814000884,S2212667814000884-82,experimentation,L
S2212667814000884,S2212667814000884-83,",",O
S2212667814000884,S2212667814000884-84,the,O
S2212667814000884,S2212667814000884-85,air,U
S2212667814000884,S2212667814000884-86,density,O
S2212667814000884,S2212667814000884-87,plays,O
S2212667814000884,S2212667814000884-88,a,O
S2212667814000884,S2212667814000884-89,major,O
S2212667814000884,S2212667814000884-90,role,O
S2212667814000884,S2212667814000884-91,in,O
S2212667814000884,S2212667814000884-92,lightning,U
S2212667814000884,S2212667814000884-93,forecast,O
S2212667814000884,S2212667814000884-94,.,O
S2212667814000884,S2212667814000884-95,Our,O
S2212667814000884,S2212667814000884-96,guess,O
S2212667814000884,S2212667814000884-97,was,O
S2212667814000884,S2212667814000884-98,verified,O
S2212667814000884,S2212667814000884-99,using,O
S2212667814000884,S2212667814000884-100,the,O
S2212667814000884,S2212667814000884-101,Davis,B
S2212667814000884,S2212667814000884-102,Weather,I
S2212667814000884,S2212667814000884-103,Station,L
S2212667814000884,S2212667814000884-104,to,O
S2212667814000884,S2212667814000884-105,track,B
S2212667814000884,S2212667814000884-106,the,I
S2212667814000884,S2212667814000884-107,air,I
S2212667814000884,S2212667814000884-108,density,L
S2212667814000884,S2212667814000884-109,both,O
S2212667814000884,S2212667814000884-110,in,O
S2212667814000884,S2212667814000884-111,the,O
S2212667814000884,S2212667814000884-112,upper,O
S2212667814000884,S2212667814000884-113,and,O
S2212667814000884,S2212667814000884-114,lower,O
S2212667814000884,S2212667814000884-115,atmosphere,O
S2212667814000884,S2212667814000884-116,.,O
S2212667814000884,S2212667814000884-117,The,O
S2212667814000884,S2212667814000884-118,air,U
S2212667814000884,S2212667814000884-119,density,O
S2212667814000884,S2212667814000884-120,in,O
S2212667814000884,S2212667814000884-121,the,O
S2212667814000884,S2212667814000884-122,upper,B
S2212667814000884,S2212667814000884-123,atmosphere,L
S2212667814000884,S2212667814000884-124,showed,O
S2212667814000884,S2212667814000884-125,prospect,O
S2212667814000884,S2212667814000884-126,as,O
S2212667814000884,S2212667814000884-127,a,O
S2212667814000884,S2212667814000884-128,vital,O
S2212667814000884,S2212667814000884-129,factor,O
S2212667814000884,S2212667814000884-130,for,O
S2212667814000884,S2212667814000884-131,lightning,U
S2212667814000884,S2212667814000884-132,forecast,O
S2212667814000884,S2212667814000884-133,.,O
S0022311515300477,S0022311515300477-0,In,O
S0022311515300477,S0022311515300477-1,all,O
S0022311515300477,S0022311515300477-2,these,O
S0022311515300477,S0022311515300477-3,studies,O
S0022311515300477,S0022311515300477-4,",",O
S0022311515300477,S0022311515300477-5,the,O
S0022311515300477,S0022311515300477-6,association,O
S0022311515300477,S0022311515300477-7,between,O
S0022311515300477,S0022311515300477-8,the,O
S0022311515300477,S0022311515300477-9,transition,O
S0022311515300477,S0022311515300477-10,and,O
S0022311515300477,S0022311515300477-11,lateral,O
S0022311515300477,S0022311515300477-12,cracking,O
S0022311515300477,S0022311515300477-13,in,O
S0022311515300477,S0022311515300477-14,the,O
S0022311515300477,S0022311515300477-15,oxide,B
S0022311515300477,S0022311515300477-16,layer,L
S0022311515300477,S0022311515300477-17,depicts,O
S0022311515300477,S0022311515300477-18,some,O
S0022311515300477,S0022311515300477-19,interaction,O
S0022311515300477,S0022311515300477-20,between,O
S0022311515300477,S0022311515300477-21,the,O
S0022311515300477,S0022311515300477-22,mechanical,O
S0022311515300477,S0022311515300477-23,behaviour,O
S0022311515300477,S0022311515300477-24,of,O
S0022311515300477,S0022311515300477-25,the,O
S0022311515300477,S0022311515300477-26,system,O
S0022311515300477,S0022311515300477-27,",",O
S0022311515300477,S0022311515300477-28,and,O
S0022311515300477,S0022311515300477-29,its,O
S0022311515300477,S0022311515300477-30,corrosion,O
S0022311515300477,S0022311515300477-31,kinetics,O
S0022311515300477,S0022311515300477-32,",",O
S0022311515300477,S0022311515300477-33,but,O
S0022311515300477,S0022311515300477-34,does,O
S0022311515300477,S0022311515300477-35,not,O
S0022311515300477,S0022311515300477-36,provide,O
S0022311515300477,S0022311515300477-37,a,O
S0022311515300477,S0022311515300477-38,clear,O
S0022311515300477,S0022311515300477-39,understanding,B
S0022311515300477,S0022311515300477-40,of,I
S0022311515300477,S0022311515300477-41,the,I
S0022311515300477,S0022311515300477-42,morphology,I
S0022311515300477,S0022311515300477-43,of,I
S0022311515300477,S0022311515300477-44,the,I
S0022311515300477,S0022311515300477-45,metal,I
S0022311515300477,S0022311515300477-46,:,I
S0022311515300477,S0022311515300477-47,oxide,I
S0022311515300477,S0022311515300477-48,interface,L
S0022311515300477,S0022311515300477-49,during,O
S0022311515300477,S0022311515300477-50,the,O
S0022311515300477,S0022311515300477-51,corrosion,B
S0022311515300477,S0022311515300477-52,process,L
S0022311515300477,S0022311515300477-53,",",O
S0022311515300477,S0022311515300477-54,at,O
S0022311515300477,S0022311515300477-55,the,O
S0022311515300477,S0022311515300477-56,nanometre,O
S0022311515300477,S0022311515300477-57,level,O
S0022311515300477,S0022311515300477-58,.,O
S0022311515300477,S0022311515300477-59,Understanding,B
S0022311515300477,S0022311515300477-60,why,I
S0022311515300477,S0022311515300477-61,this,I
S0022311515300477,S0022311515300477-62,transition,I
S0022311515300477,S0022311515300477-63,behaviour,I
S0022311515300477,S0022311515300477-64,happens,L
S0022311515300477,S0022311515300477-65,is,O
S0022311515300477,S0022311515300477-66,critical,O
S0022311515300477,S0022311515300477-67,when,O
S0022311515300477,S0022311515300477-68,modelling,B
S0022311515300477,S0022311515300477-69,the,I
S0022311515300477,S0022311515300477-70,rate,I
S0022311515300477,S0022311515300477-71,of,I
S0022311515300477,S0022311515300477-72,growth,I
S0022311515300477,S0022311515300477-73,of,I
S0022311515300477,S0022311515300477-74,oxide,L
S0022311515300477,S0022311515300477-75,",",O
S0022311515300477,S0022311515300477-76,and,O
S0022311515300477,S0022311515300477-77,therefore,O
S0022311515300477,S0022311515300477-78,to,O
S0022311515300477,S0022311515300477-79,the,O
S0022311515300477,S0022311515300477-80,lifetime,O
S0022311515300477,S0022311515300477-81,prediction,O
S0022311515300477,S0022311515300477-82,of,O
S0022311515300477,S0022311515300477-83,Zr,B
S0022311515300477,S0022311515300477-84,clads,L
S0022311515300477,S0022311515300477-85,",",O
S0022311515300477,S0022311515300477-86,and,O
S0022311515300477,S0022311515300477-87,ultimately,O
S0022311515300477,S0022311515300477-88,to,O
S0022311515300477,S0022311515300477-89,the,O
S0022311515300477,S0022311515300477-90,safety,O
S0022311515300477,S0022311515300477-91,of,O
S0022311515300477,S0022311515300477-92,nuclear,B
S0022311515300477,S0022311515300477-93,power,I
S0022311515300477,S0022311515300477-94,reactors,L
S0022311515300477,S0022311515300477-95,.,O
S0022311515300477,S0022311515300477-96,No,O
S0022311515300477,S0022311515300477-97,model,O
S0022311515300477,S0022311515300477-98,will,O
S0022311515300477,S0022311515300477-99,be,O
S0022311515300477,S0022311515300477-100,complete,O
S0022311515300477,S0022311515300477-101,without,O
S0022311515300477,S0022311515300477-102,a,O
S0022311515300477,S0022311515300477-103,nanoscale,O
S0022311515300477,S0022311515300477-104,understanding,B
S0022311515300477,S0022311515300477-105,of,I
S0022311515300477,S0022311515300477-106,what,I
S0022311515300477,S0022311515300477-107,is,I
S0022311515300477,S0022311515300477-108,going,I
S0022311515300477,S0022311515300477-109,on,I
S0022311515300477,S0022311515300477-110,during,I
S0022311515300477,S0022311515300477-111,oxidation,L
S0022311515300477,S0022311515300477-112,.,O
S0022311515300477,S0022311515300477-113,Thus,O
S0022311515300477,S0022311515300477-114,",",O
S0022311515300477,S0022311515300477-115,it,O
S0022311515300477,S0022311515300477-116,is,O
S0022311515300477,S0022311515300477-117,essential,O
S0022311515300477,S0022311515300477-118,that,O
S0022311515300477,S0022311515300477-119,the,O
S0022311515300477,S0022311515300477-120,oxide,B
S0022311515300477,S0022311515300477-121,scale,L
S0022311515300477,S0022311515300477-122,and,O
S0022311515300477,S0022311515300477-123,the,O
S0022311515300477,S0022311515300477-124,top,B
S0022311515300477,S0022311515300477-125,layers,I
S0022311515300477,S0022311515300477-126,of,I
S0022311515300477,S0022311515300477-127,the,I
S0022311515300477,S0022311515300477-128,metal,L
S0022311515300477,S0022311515300477-129,are,O
S0022311515300477,S0022311515300477-130,studied,O
S0022311515300477,S0022311515300477-131,at,O
S0022311515300477,S0022311515300477-132,nanometre,O
S0022311515300477,S0022311515300477-133,resolution,O
S0022311515300477,S0022311515300477-134,to,O
S0022311515300477,S0022311515300477-135,reveal,O
S0022311515300477,S0022311515300477-136,the,O
S0022311515300477,S0022311515300477-137,detailed,O
S0022311515300477,S0022311515300477-138,structural,B
S0022311515300477,S0022311515300477-139,and,I
S0022311515300477,S0022311515300477-140,chemical,I
S0022311515300477,S0022311515300477-141,changes,L
S0022311515300477,S0022311515300477-142,associated,O
S0022311515300477,S0022311515300477-143,with,O
S0022311515300477,S0022311515300477-144,diffusion,B
S0022311515300477,S0022311515300477-145,of,I
S0022311515300477,S0022311515300477-146,oxygen,L
S0022311515300477,S0022311515300477-147,and,O
S0022311515300477,S0022311515300477-148,the,O
S0022311515300477,S0022311515300477-149,resulting,O
S0022311515300477,S0022311515300477-150,oxidation,B
S0022311515300477,S0022311515300477-151,of,I
S0022311515300477,S0022311515300477-152,the,I
S0022311515300477,S0022311515300477-153,metal,L
S0022311515300477,S0022311515300477-154,.,O
S0022311515300477,S0022311515300477-155,Whilst,O
S0022311515300477,S0022311515300477-156,a,O
S0022311515300477,S0022311515300477-157,number,O
S0022311515300477,S0022311515300477-158,of,O
S0022311515300477,S0022311515300477-159,techniques,O
S0022311515300477,S0022311515300477-160,have,O
S0022311515300477,S0022311515300477-161,been,O
S0022311515300477,S0022311515300477-162,employed,O
S0022311515300477,S0022311515300477-163,for,O
S0022311515300477,S0022311515300477-164,this,O
S0022311515300477,S0022311515300477-165,purpose,O
S0022311515300477,S0022311515300477-166,",",O
S0022311515300477,S0022311515300477-167,it,O
S0022311515300477,S0022311515300477-168,is,O
